Colon	norm1	norm2	norm3	norm4	norm5	norm6	norm7	norm8	norm9	norm10	norm11	norm12	norm13	norm14	norm15	norm16	norm17	norm18	norm19	norm20	norm21	norm22	tumor1	tumor2	tumor3	tumor4	tumor5	tumor6	tumor7	tumor8	tumor9	tumor10	tumor11	tumor12	tumor13	tumor14	tumor15	tumor16	tumor17	tumor18	tumor19	tumor20	tumor21	tumor22	tumor23	tumor24	tumor25	tumor26	tumor27	tumor28	tumor29	tumor30	tumor31	tumor32	tumor33	tumor34	tumor35	tumor36	tumor37	tumor38	tumor39	tumor40
Gene880	180.5825	149.73625	39.7825	150.335	172.25375	262.96375	122.06375	46.4725	93.8375	148.385	248.98625	33.68	82.1925	315.9525	313.1675	154.145	288.49375	202.1325	206.00125	174.77875	190.915	210.57	65.01875	87.52	149.955	110.4075	89.485	205.29375	277.085	296.81	289.965	82.51375	119.15625	215.62	163.11625	82.6125	112.0525	73.9375	199.3	210.5425	69.8575	192.76	180.64	366.1725	351.595	358.95125	163.29875	180.67875	197.44375	120.8625	176.48625	281.11125	158.62375	109.3525	62.08125	175.42875	168.35875	84.7025	167.81125	215.585	168.12125	406.36875
Gene881	212.0625	150.21875	100.32625	173.6775	136.11875	222.11125	108.7925	33.86875	111.5625	143.26625	214.66125	33.67125	148.2175	455.25375	568.78625	340.3225	284.115	205.605	293.21	387.70125	399.7525	259.485	36.90625	173.04625	226.41375	194.4725	180.26375	283.69125	490.2575	398.44	411.7725	195.0975	186.75875	336.9375	241.1825	138.53875	256.885	113.8925	220.175	282.3275	110.63125	121.18625	113.8175	462.8125	604.5225	617.575	294.1425	243.63375	382.08	100.97375	149.81875	311.0325	166.14875	90.99875	81.7825	294.38625	168.92625	185.28625	205.9875	200.55375	181.5775	365.695
Gene882	464.54375	94.56125	153.675	193.8075	501.5875	295.82125	191.28125	33.66	102.6925	263.59125	627.6725	62.69	461.415	570.27625	827.28375	1053.9538	520.32875	696.995	387.41875	647.64875	702.70625	326.4225	425.4625	75.75875	696.16	641.1975	658.53	1147.7037	1877.9775	1708.7525	647.285	764.68125	430.165	909.4175	365.3075	683.1425	1278.42	621.6725	848.575	722.4525	203.98625	257.8375	292.3875	1618.93	1263.3062	1427.5862	1886.91	338.85375	505.0975	297.22	462.2075	1052.9637	567.1	234.47375	390.2975	524.33375	287.17375	294.98	766.22125	687.93	333.7725	1454.9238
Gene883	222.64524	396.72024	71.72024	56.81191	241.775	281.51429	201.62381	454.1381	73.79167	97.60357	272.60357	38.19762	202.1	274.3	421.77024	350.21071	156.3131	431.11429	345.90714	214.02976	410.9	135.2619	110.24762	160.70476	384.15119	296.09643	170.65833	166.41786	128.24048	379.70595	510.30357	63.85119	79.775	196.16905	109.4869	78.35714	338.07857	154.48095	142.7381	127.96071	113.17024	389.67738	323.63333	543.1119	485.92976	348.56548	1116.4845	71.62381	157.08095	33.58691	88.29167	214.64048	360.15119	95.01905	70.74048	162.875	79.50714	60.93571	128.15595	462.36667	123.60476	46.66548
Gene884	597.12727	626.40455	251.65	323.32045	542.54773	852.32045	236.70455	411.62955	41.66364	198.91818	582.40909	33.55682	380.50227	366.13182	516.41364	358.37955	449.95682	364.54545	540.47045	295.92955	376.85455	322.15	86.84773	400.20227	501.58636	275.47273	236.47955	514.71591	820.91136	441.76136	771.675	123.78182	137.77955	469.00227	236.91591	96.80682	868.63182	158.31136	245.83182	293.55909	271.56818	366.35909	630.26136	377.89091	759.775	389.00682	475.625	439.21591	265.43182	46.84318	925.66591	461.175	359.81364	358.57955	264.40682	257.5	644	243.29545	316.27727	442.94773	181.24773	310.83409
Gene885	194.1869	200.82976	82.37262	241.1369	308.86071	117.54405	140.05833	95.86905	34.68095	133.34524	327.3631	33.55476	113.43929	179.84048	548.5631	336.4369	119.31905	433.11548	371.81429	215.86786	240.69048	200.96071	114.67857	127.43095	254.23095	258.21905	190.41905	374.14643	715.64048	468.96786	386.79286	197.89167	233.2869	251.17738	158.95476	223.32024	610.88571	255.65357	234.88571	252.25238	105.78333	209.82381	397.13571	610.40357	444.90952	560.46667	1547.0929	202.54167	276.06905	50.98691	122.17381	502.39524	239.65476	58.60952	165.70476	152.43214	189.92976	144.12143	294.50595	285.1	126.51071	1062.825
Gene886	209.72375	100.56625	53.425	113.39125	148.05	231.72875	77.78	38.50875	114.2325	106.27625	217.97125	33.54375	54.31375	176.6975	297.74125	142.00375	193.45875	166.35375	92.18	153.92875	166.5925	141.04375	65.2975	112.14	84.165	115.485	83.50125	209.30375	279.3575	196.405	204.91625	148.8175	103.1025	143.9825	105.4975	80.40875	186.87875	83.55	78.29	169.2	54.16125	128.695	164.3375	368.76125	269.47375	382.695	206.23375	211.82	145.425	89.6325	235.50625	291.99125	169.16625	138.75125	85.2025	110.15125	102.60125	127.08625	172.31875	254.085	159.5825	337.06375
Gene887	162.33875	87.6775	125.5425	151.83375	180.615	204.9	144.42875	47.6925	130.88375	126.06375	267.37375	39.99875	235.04	406.5275	593.1575	435.76	381.98375	331.33	410.92625	355.68625	233.61375	488.23875	211.2075	33.54125	287.0975	115.3525	167.24	276.965	290.51625	297.1375	325.30625	268.95125	239.6725	282.1125	150.02625	293.46125	116.37125	273.8825	254.985	250.6975	129.80375	151.26375	205.3825	533.215	606.77375	766.42125	676.63625	179.985	192.3475	140.57625	217.60125	724.19	255.23625	194.6375	154.8075	380.62375	202.3025	76.23125	313.78125	148.955	291.305	368.57125
Gene888	214.80875	85.46625	125.11	204.34375	219.9275	249.57375	200.5875	60.2475	113.42625	185.2025	210.74	33.53875	218.0875	458.57375	489.7075	323.34625	297.36625	155.2575	381.3425	214.54375	174.5175	251.34375	142.73625	76.95375	307.635	111.12	107.22	316.37	183.17875	302.12625	310.16125	188.70625	173.8675	319.9775	149.90125	271.795	270.7925	179.90875	250.9175	231.15125	84.9475	111.14625	224.515	520.985	421.2825	603.105	654.4675	180.14625	124.72875	125.19375	304.12875	482.605	199.30375	176.67125	152.66625	266.74	182.7075	68.07375	176.7925	144.01	182.0875	437.78625
Gene889	286.29444	178.75	182.80556	137.05833	223.78889	290.83611	100.025	45.85	33.51944	165.08333	528.26667	43.34444	284.81667	599.16944	421.03333	587.3	228.73889	364.94444	485.56944	587.65	560.06944	300.43889	42.13056	158.93889	239.47778	250.34722	160.66944	313.85833	559.3	394.88889	554.21389	273.22222	160.16667	261.21944	115.85	220.6	471.53056	99.78333	216.68056	341.78611	114.08056	222.95556	382.22778	461.28889	777.55833	1011.4806	574.625	275.44167	338.75556	65.04167	129.23611	405.05278	336.42222	92.26389	206.15556	375.65833	258.28889	133.95	405.31667	342.975	282.11111	702.18056
Gene890	254.85625	125.05125	120.24	135.69125	163.945	318.285	102.2675	52.975	104.33375	152.80125	199.57125	33.4725	102.45	410.03875	760.115	392.16375	189.79	179.34125	151.56	320.64	326.3975	232.4925	65.9425	74.3625	306.51625	312.2775	250.93625	412.40625	633.22875	557.78375	337.045	392.57875	375.68625	376.9025	250.6725	201.745	502.5375	177.615	133.2	206.85875	82.53875	279.27625	126.815	611.3325	796.32875	855.12375	471.58625	205.91625	384.3175	84.4075	338.56375	345.95875	98.585	137.5875	130.24125	214.20375	119.94625	240.9425	165.96125	246.72875	244.11125	628.27
Gene891	334.2125	220.88375	88.48	117.26625	165.9425	362.99625	124.75125	160.9025	58.61375	71.58	311.67625	33.45875	285.9075	333.215	465.32875	414.995	351.93	243.965	437.34125	253.6625	340.67	297.755	79.14625	167.705	343.575	186.97375	161.925	610.635	555.18875	333.925	481.28	109.27375	116.84875	390.02125	186.41625	104.765	313.8225	101.46125	162.16125	253.9375	289.36875	145.66125	240.95375	339.01875	648.5425	382.28125	490.55375	214.82375	255.9275	82.85625	282.38125	427.4875	295.755	160.67375	145.02	211.5925	341.38875	181.98125	454.3475	225.57625	193.40875	200.99375
Gene892	290.74625	62.52875	112.01875	81.7825	440.755	393.91375	120.0875	86.34	33.4275	176.6575	234.96625	47.4875	322.0475	171.645	234.90625	442.1225	332.6175	82.96	166.8525	89.58125	255.24375	167.30625	157.94625	66.65375	108.675	113.31625	119.3625	142.7125	221.09125	233.76375	151.1025	123.85625	55.415	132.08	64.0175	50.02375	128.785	43.5475	93.905	113.42875	40.7275	76.48125	63.18375	159.00125	423.955	170.87625	259.24375	58.345	232.10125	57.69125	71.7	116.1575	62.82625	57.7125	100.49625	190.135	77.87125	36.21	102.31875	122.8175	79.58375	314.28625
Gene893	241.39375	91.37875	91.06375	160.25625	236.59875	287.4275	67.06	136.145	111.91375	156.71625	146.03125	33.4125	184.16875	361.36875	855.12125	498.41625	483.76875	467.705	405.7475	467.5675	262.37375	372.855	197.75625	47.915	447.78625	230.85625	219.0575	614.60125	421.68125	398.75125	432.22	423.0675	371.42875	797.59625	263.92125	905.10625	208.77125	663.69625	188.39875	325.06375	209.215	248.6175	311.00375	951.81	567.1275	1182.2712	1203.455	80.3875	137.79875	104.305	475.66375	1132.9225	334.66	224.22	190.59875	339.0025	372.075	158.11875	570.73	246.3475	515.11	822.885
Gene894	183.98625	81.83875	135.8325	156.35	205.055	199.3725	118.41875	145.88875	83.7975	129.29	150.835	49.33875	230.43125	213.1925	345.68	39.0425	200.15125	83.08875	306.6675	98.33375	60.23125	288.585	134.7975	33.41125	158.64875	41.2075	76.9875	204.8375	191.87375	166.37625	411.51	188.205	104.00375	317.50375	127.3325	146.24625	122.70875	78.6675	133.12625	235.2625	91.8225	47.755	215.44625	181.005	342.73	324.22125	394.99125	115.86625	57.98375	140.2825	460.41375	333.65875	129.44	154.56125	117.22125	303.60625	137.87375	54.77	131.68	144.33625	164.7625	151.52375
Gene895	832.215	137.64375	188.06	254.79375	782.25	457.68125	437.9375	867.75625	337.11125	454.30875	890.3925	168.00875	490.39375	478.39875	1267.7475	1305.3588	506.4475	204.59	367.7025	327.35125	899.14125	384.98375	327.7975	33.40375	415.54625	254.83	410.57625	980.99625	1406.0812	1270.0137	263.14	355.6575	320.915	579.27625	283.69625	372.475	433.275	656.52625	474.0175	382.08375	132.00625	214.3575	194.86	1056.9387	1644.445	1014.9913	1620.6887	395.67375	582.695	137.88625	372.315	390.395	184.5	208.22375	305.16875	489.5475	98.9125	134.55375	605.79375	573.33	306.88875	1038.0588
Gene896	229.985	323.00875	98.32375	175.18875	155.265	232.4225	165.8875	196.63625	130.2875	108.66125	297.24375	48.48125	155.1925	360.42875	323.43125	295.88625	369.7375	258.87875	404.14375	163.72	233.2125	194.37125	106.21375	230.94125	207.27875	125.82625	135.8525	341.91625	290.76625	327.4525	341.3975	33.36375	72.53375	315.25875	87.0825	81.05625	208.2075	67.07	228.57875	258.2825	210.63125	211.665	245.16125	246.6675	601.44375	311.93	393.7	256.55875	227.42875	100.19875	205.3125	388.1175	230.68875	164.2175	129.44875	137.76375	247.26375	146.50125	288.285	243.94375	166.92625	169.92375
Gene897	1015.0012	843.30125	393.66125	416.21875	345.53125	1116.475	552.73375	490.75	501.805	363.015	1018.9238	174.84625	661.655	1352.3012	1824.01	1623.7712	1249.135	63.22	690.6425	474.42	1701.8562	1837.2087	33.3575	155.28375	168.92125	87.39	248.6175	88.50125	284.08625	367.01875	547.305	485.4625	513.82	102.67375	110.2625	43.33375	51.41125	86.69625	171.6475	322.50375	109.71875	142.78125	727.27	423.76	2305.3563	493.3275	149.01375	128.28	1343.1212	607.085	64.3	191.72875	183.8475	45.45	56.01	769.24125	573.3375	306.75875	111.34625	158.31875	175.00625	283.9925
Gene898	257.01786	250.82619	105.65833	159.52024	160.14524	311.8	117.21786	124.61548	59.76667	64.80238	237.95952	33.35476	219.23571	250.22738	316.85357	285.75595	221.83929	181.0131	311.62143	160.22143	215.1119	198.98095	52.53095	220.7381	272.19405	140.55119	126.12262	360.24881	525.49405	263.19167	402.70833	71.50476	72.96191	298.67976	114.40476	89.72738	606.2869	84.96191	167.35	181.375	164.60714	188.29762	208.87619	288.79762	492.56786	255.49762	255.59881	196.75833	168.37262	58.45714	354.22381	319.3619	212.39405	124.32143	133.0869	161.21429	331.17381	145.40833	153.01548	171.49881	131.84167	132.76429
Gene899	73.96786	53.17738	123.96548	100.33333	205.12619	154.70714	104.49643	76.58691	71.5	120.94881	168.72381	33.33571	132.73571	225.25833	261.16786	182.59762	143.25952	235.40357	185.9	141.90714	78.39524	129.34167	104.04762	46.40357	145.21786	61.80119	63.9881	117.48095	183.43333	158.32857	165.54881	107.47143	75.8631	147.17738	82.5131	113.88452	130.52024	110.07143	137.93095	119.84405	39.22619	74.36786	154.7	275.50595	229.4131	266.23095	272.17619	94.85357	119.5631	64.72857	206.47024	344.47619	132.15952	99.19762	106.83095	123.60238	113.54762	43.86667	132.02619	128.55357	121.16905	302.03214
Gene900	331.47125	392.3275	169.3325	328.50875	303.35875	364.95125	184.6275	212.1025	113.23125	166.1325	305.38125	33.22125	218.51625	353.67125	572.9825	392.0825	379.9625	176.35375	443.66375	196.8025	329.295	176.69	251.56125	216.8775	412.24875	200.085	184.02625	403.8375	736.995	391.2475	601.16625	106.40625	100.9875	361.78375	200.53125	94.41875	941.83125	157.61375	170.1925	258.0325	230.4275	388.69875	289.4675	262.6275	703.73875	209.03	321.4925	262.0925	79.8925	99.15	437.8675	319.955	227.135	218.18375	190.6825	118.07125	491.02375	198.865	317.9625	255.09875	142.14625	263.12875
Gene901	193.0625	210.1025	40.6675	109.10125	122.035	178.58625	96.76375	74.1875	33.195	56.665	223.9075	34.49125	205.4825	248.985	215.06125	204.965	139.995	689.27375	261.67375	150.335	181.33375	129.2525	42.8525	191.08	137.49375	117.37875	107.9375	206.6325	686.25375	309.02125	299.59375	36.54	85.2375	315.9625	73.09875	297.92625	414.36125	50.935	87.5075	166.105	204.7525	118.56	266.14	250.9125	461.0375	194.39125	1209.0887	124.4625	147.35875	48.5175	162.04375	440.7175	174.80375	77.7175	50.45625	108.75375	132.785	138.43	214.8825	234.53625	112.86	59.67125
Gene902	164.3225	122.65625	119.54375	238.32	275.15125	147.41875	85.39	55.92875	38.6725	157.16875	329.9525	33.06	223.63875	245.6075	301.51125	506.19375	212.0575	185.8225	240.61875	274.95125	226.63375	149.85625	59.93	161.15875	232.24625	161.4025	193.6225	367.13875	705.38125	499.97625	494.825	171.50625	180.05	290.185	184.135	101.29375	645.385	139.43875	156.37875	159.07875	39.61	140.155	200.65125	288.59375	778.10625	375.21	611.45125	137.70375	155.845	35.8525	174.325	174.0275	112.42375	58.28875	125.305	197.24	86.7725	73.75625	171.54625	203.62125	128.79875	539.42
Gene903	280.91625	67.1525	51.69875	95.95	200.3475	178.3425	102.10875	88.77375	40.72875	79.37	331.25625	33.045	234.7775	201.97375	530.22875	408.32625	372.08375	235.4125	265.1925	166.38125	371.6325	240.52375	523.2375	148.65	226.58375	166.47875	179.76875	445.5225	617.34	419.49125	286.125	261.6975	162.72625	232.595	109.0275	147.8275	195.055	103.05375	137.86375	383.33625	119.3975	90.81875	149.00875	428.93	768.5925	604.97625	345.73125	141.7475	217.71	40.23375	35.77375	242.385	155.38	48.8625	97.1625	179.21875	62.84375	108.86125	424.30375	257.245	107.25625	906.93625
Gene904	247.59762	162.725	33.01667	123.125	139.08571	181.97857	122.38095	88.21071	80.40357	50.81548	230.83452	37.97857	83.03691	126.96905	185.23452	213.55119	134.56548	117.07143	311.31548	88.32262	225.71071	109.81548	74.96667	74.9	197.94524	64.10357	114.52024	179.53452	147.50476	233.4881	212.58095	37.92976	57.58452	219.71429	127.54643	84.91071	96.22738	63.87024	106.93929	95.70238	167.30833	90.26429	137.89286	216.19286	365.10476	257.71905	252.98333	173.65952	66.37857	56.85714	158.89286	195.07143	150.97381	61.09405	77.99405	154.77024	95.625	111.77976	128.95119	138.13333	96.03809	108.84762
Gene905	204.155	280.07625	76.485	139.83625	205.225	328.99	98.8975	178.7275	53.165	90.6225	216.305	53.93625	121.3575	117.8225	163.60625	194.545	153.33625	101.0625	180.64875	88.25125	105.2275	93.55125	32.99875	298.57	188.1525	121.07375	119.1925	264.12875	371.45625	220.46875	306.23875	49.80625	59.97	240.9425	90.32625	56.0025	454.85125	80.5275	162.24	115.12125	91.29	185.085	232.9925	154.21375	341.94125	154.9825	179.45125	178.29875	88.635	46.6425	453.93	158.11	187.8125	174.79125	111.8125	76.365	279.30875	61.87	52.4625	229.09125	81.77125	149.56125
Gene906	298.1825	268.6825	37.5325	87.08125	192.19375	336.43625	170.505	134.65125	88.685	61.69875	335.6425	32.99	272.4375	268.5675	346.24375	278.955	376.24125	176.87375	447.7575	115.28375	474.805	234.7925	42.1675	75.0375	352.11375	241.74625	187.61125	1017.1175	885.635	262.06	247.86375	101.3825	155.84	483.5575	384.9925	90.53625	570.08875	142.44375	193.29	421.725	322.9875	90.86375	246.42625	260.6975	520.91	133.855	256.1	640.94625	215.3225	93.13875	684.2125	370.33875	509.81625	263.1525	88.03875	186.55125	132.1275	281.0075	180.35375	255.455	116.56125	247.665
Gene907	495.5075	47.53	83.6875	135.21375	434.64	247.38	154.2	138.49125	56.34375	188.28375	402.55125	41.38875	217.89625	279.645	448.95	692.5675	287.57125	210.035	265.6525	357.6275	415.65125	195.325	85.33	60.62625	152.16875	146.1575	213.9575	260.92375	448.0375	448.8075	375.81	223.98875	125.64375	275.43875	157.55	182.4875	422.3225	168.4175	172.16125	234.99	94.9075	176.13875	174.86125	281.26125	577.8	392.065	750.4275	72.5075	244.26375	32.50625	50.9475	246.23125	159.05125	46.62	160.83	295.16875	196.29125	49.6425	234.11375	162.59	201.93	795.21125
Gene908	639.49	451.5225	48.7475	53.7175	67.31	378.20125	151.43375	597.71875	71.00375	48.24125	269.91125	36.14375	137.92	506.19625	413.7125	429.69125	266.5975	142.75625	313.305	144.5225	540.75875	258.87625	32.43375	63.61875	309.21125	795.8075	237.74125	424.83	861.68125	394.03875	559.62875	124.815	381.885	364.07	235.55625	164.66375	396.1475	454.4625	206.67875	314.45	320.76625	131.18125	287.09125	707.13375	942.61875	386.6475	419.6	100.99125	245.75625	51.635	561.7275	373.50125	274.625	115.00125	206.8025	258.9775	363.54125	364.1275	293.4175	365.87125	173.2375	297.45
Gene909	88.0875	67.85125	144.1425	106.8975	134.5	145.58875	79.31	169.45625	50.2475	131.2125	139.25875	32.4075	127.11375	164.47	202.72375	156.9875	171.82125	147.40125	162.2125	89.42	76.05125	89.6325	154.52625	43.37	213.61375	69.2825	67.59875	162.7725	189.31875	181.33	192.29625	81.1875	111.5325	185.63625	87.22875	125.625	147.55625	151.7325	131.82	140.2325	49.5525	79.8425	177.965	218.995	228.42875	375.60625	285.12125	117.62375	55.06	83.71125	209.35125	337.52125	80.27875	138.925	127.60625	91.03125	132.68125	40.265	177.84625	93.65375	90.40125	307.4275
Gene910	251.4625	221.7575	84.62625	120.8675	184.1575	302.05125	137.3325	97.37875	122.0725	71.37125	288.265	32.36375	221.97375	227.53625	309.53	248.27875	218.5575	99.15625	401.83875	245.8775	225.04625	231.8725	123.17125	281.2575	154.41125	105.14	116.37875	233.66	137.6475	195.90125	811.09625	59.665	33.06125	166.5	104.08	76.25875	112.19625	38.195	148.7	171.45	255.22375	108.025	147.30125	63.4725	408.20875	201.2275	161.22375	77.99125	149.455	114.97	74.7775	165.6975	219.225	65.4425	108.20875	93.9725	332.31875	97.56375	196.64375	154.95875	179.935	54.74125
Gene911	146.34125	98.545	170.065	194.46875	328.8325	233.48625	141.10625	168.35625	88.0375	239.48125	194.19125	73.86625	190.39875	386.165	211.83125	306.475	112.8125	44.19	306.18875	34.31375	100.125	168.745	86.86625	46.015	261.5425	72.31375	77.385	227.5925	87.255	161.79625	178.39625	88.6775	152.04375	320.78	101.85125	197.215	267.355	178.19875	141.335	119.70625	49.64125	160.80375	315.71375	450.98875	322.25	464.93125	577.9025	113.69625	143.18	76.36	363.81875	331.39625	127.93	148.46125	160.51375	214.0125	32.34875	48.895	166.3525	131.3275	58.01	403.81375
Gene912	142.5325	59.58625	240.28125	127.02125	453.38125	668.61625	82.5225	42.35875	109.48125	222.16625	56.085	62.57875	226.68625	751.005	718.1825	709.40375	563.42875	64.29	192.12625	219.45875	216.67375	410.3325	69.37	109.665	128.18	32.45875	70.33625	291.865	156.01125	97.345	298.2825	252.12875	129.45875	512.7375	66.29125	143.915	67.53	60.85875	91.76375	182.19375	128.64125	84.19375	142.23	1059.035	750.52	501.57	396.7725	44.28875	262.6825	153.31125	282.07625	272.81125	46.75375	249.89875	97.65125	184.4425	175.34375	32.2725	59.77375	43.70125	164.27375	410.75625
Gene913	186.55125	114.17	148.135	228.02	352.64875	336.7875	156.59125	157.68125	81.5575	176.37	171.28375	32.25375	195.97	422.7425	581.93625	334.45125	308.5375	234.52875	362.16125	453.61875	170.425	315.77375	205.13625	92.8975	265.67125	153.60125	138.17375	419.62875	206.71875	358.745	352.94	244.15	325.96	455.48625	164.44625	530.98875	219.2675	317.66625	187.10125	246.81	132.6025	179.72875	273.90875	611.16625	490.295	735.7925	893.335	148.9925	133.5325	136.80625	342.6725	627.035	249.335	182.8375	205.51	315.535	190.23125	111.435	323.3725	139.93125	300.65	711.36
Gene914	228.865	271.34375	45.45375	116.505	159.09625	493.9175	108.06875	57.69125	51.7975	35.66625	359.44625	32.2425	324.01875	337.18875	363.55375	515.09875	249.10875	386.28625	384.2375	321.6575	325.47875	321.20625	49.79875	171.40875	174.3325	188.19375	204.56125	319.245	175.1825	290.34875	467.72625	49.18125	70.225	394.12625	252.185	183.78375	120.14125	130.13125	77.9575	221.81375	301.69875	137.4675	223.45375	84.3425	874.2875	219.845	449.02	193.60375	269.57625	54.5225	176.7925	336.85	250.28625	115.18375	129.64625	246.1425	521.25125	200.09375	239.62	215.78125	317.5325	156.67625
Gene915	100.3175	137.195	44.9675	75.05625	75.2375	188.0925	62.445	55.0825	45.60125	33.22125	174.1175	32.24	137.11625	131.71625	165.43875	156.46625	135.1325	129.20875	200.845	54.80625	126.85	91.7875	32.77	111.23	203.9525	79.63875	103.12875	212.3525	203.9425	149.94875	198.1775	35.65875	49.88125	259.35125	83.38875	63.07125	214.29125	39.86375	88.68375	108.53625	187.025	128.47	91.52625	131.09375	327.63375	151.2475	173.48375	127.76625	142.04125	42.02	94.05875	212.8475	127.4625	65.24625	70.70375	78.19375	129.06625	104.825	156.08	133.5025	85.07625	59.08875
Gene916	257.22857	156.80714	39.37381	57.35357	151.22857	293.22738	137.07024	48.33333	127.5869	116.50357	246.16786	33.475	145.45595	239.97143	714.06786	340.35714	153.67619	204.4631	109.08929	132.97381	321.01667	251.59762	32.20119	79.19643	243.89405	111.95714	103.54048	181.06429	234.975	230.89286	240.63929	147.90119	180.94167	167.68333	106.14643	106.16548	133.55119	81.85714	131.18571	178.10357	66.80357	91.16667	98.0119	652.92976	387.29524	401.1881	452.07143	97.5631	291.04286	115.12024	126.69524	231.39524	143.27262	94.74048	87.31071	142.95595	120.43214	114.65833	339.57738	251.05	187.05833	379.69048
Gene917	208.58875	193.78625	62.4525	71.54	113.6925	194.175	132.34625	102.58625	104.3925	51.56125	210.48875	54.24125	55.98625	73.1825	137.14625	152.46875	107.145	160.6175	163.30125	32.1875	32.27625	33.5175	83.74	162.29125	194.31	108.98625	105.4475	336.6625	225.255	219.3025	284.6075	38.97875	57.24	284.98	91.865	71.73375	276.91	65.32375	142.12625	62.4625	158.6275	108.3625	191.315	170.6725	269.90625	165	204.66125	158.19875	57.145	69.18125	202.64625	78.86	79.09875	57.6925	88.45	67.88125	47.21625	133.05125	79.7625	195.46125	42.485	84.0675
Gene918	1039.3175	758.42625	210.45875	175.08	535.2325	758.51625	284.9975	66.34375	565.06375	508.94125	733.405	184.9375	272.54125	2413.5375	2028.0587	1937.4538	93.53625	187.3075	440.935	178.70375	2917.5812	641.17	32.13375	299.94875	214.1425	74.7325	180.33375	277.63	405.3175	600.3125	91.00375	188.76875	219.1425	256.6025	222.4225	111.47125	550.02375	84.5325	148.33125	156.60375	233.13125	294.2475	199.1475	990.05625	2671.3375	751.93	612.925	272.4525	502.50875	87.975	87.73625	418.05125	844.55	203.6975	71.08375	752.9575	82.7175	204.4975	171.985	318.0425	107.75125	626.2475
Gene919	157.55119	206.53452	129.34167	249.87262	282.75714	198.20714	115.59643	133.21071	37.39286	176.59405	263.58333	32.12857	119.05952	137.10238	411.425	456.5881	177.30119	332.73929	301.21786	142	175.80119	178.55952	85.04405	205.8	293.93214	230.01548	270.62619	320.98333	778.03333	566.975	424.94762	239.06667	284.87024	336.14881	134.74286	168.64881	781.93571	183.03571	217.39405	223.81429	61.63571	195.43333	228.94524	452.12738	564.58571	450.75595	619.85357	163.35238	195.61786	95.58809	220.78929	295.33095	225.62619	101.4381	174.11905	137.1631	163.65238	65.11905	190.19405	182.89762	165.84643	519.92381
Gene920	294.3125	245.36667	54.50417	98.41667	97.05208	451.5	172.41875	158.87917	32.1	50.79583	231.625	56.36667	144.21667	113.04375	396.80833	446.25417	68.28333	99.9375	367.00417	61.1375	116.22083	51.88542	41.47083	195.67917	118.15833	112.1625	127.58125	242.49792	249.14583	210.92708	262.75833	50.31875	75.43333	216.62292	124.97917	114.92917	133.32292	58.2875	194	113.65	126.22708	112.6375	264.47917	210.90625	377.36042	200.4125	206.15625	112.45417	145.73333	38.12708	115.87917	171.0125	64.54583	125.88542	205.74583	49.57917	128.85208	37.52708	127.55625	194.57292	144.32917	57.21458
Gene921	244.87125	214.31125	250.74625	256.97875	432.77375	289.49125	134.4025	145.68375	32.04	332.28375	235.2225	47.06375	148.44375	147.9	114.57375	363.81625	161.73	206.52875	189.91625	185.68625	175.73625	153.66625	48.60125	216.25625	181.1625	155.00375	173.045	266.05	516.99875	423.4675	345.38	141.38375	172.24	282.37875	138.08375	101.93375	618.26375	92.38625	158.3575	85.55875	59.5525	247.4675	319.9675	307.4025	439.0775	318.42125	420.39875	206.885	219.945	54.34375	412.76	196.9175	127.19875	138.46875	266.93375	151.98125	121.53375	60.6925	87.20125	196.73875	113.96625	585.1675
Gene922	92.77125	90.3175	211.55	206.41125	168.3725	364.30375	142.20875	135.87125	48.96	149.6175	263.485	40.67625	94.43875	201.4	71.40875	56.6025	139.43875	51.825	409.27875	152.4725	48.90625	335.35125	264.345	79.03625	151.11875	78.31375	104.7025	77.74375	122.52375	231.52625	1061.8938	199.2575	71.97	138.68625	132.585	213.99375	75.86375	103.5825	77.76875	81.32875	125.1075	70.48	224.84125	137.6825	392.30375	420.695	394.22	72.79125	95.51	155.1225	114.835	212.93125	85.71625	85.3275	160.045	274.2325	193.845	32.03625	93.33375	61.5025	230.08625	222.81
Gene923	259.26875	279.58375	44.50125	158.69125	158.2375	242.35375	90.2925	117.00125	86.1575	52.3575	282.59875	36.205	148.35	246.32	139.9925	257.13875	168.51375	145.20875	171.0575	95.89	212.35875	97.02375	59.0775	131.59	120.695	138.2825	112.61875	355.8625	205.6375	239.94	298.32875	31.87875	75.34125	325.9125	88.48125	85.8475	70.45625	58.87875	121.98	238.27125	198.325	90.03	154.55125	35.4925	457.995	124.5575	124.03375	202.83125	96.92125	68.65625	109.12	206.4375	120.15125	126.0025	122.4925	55.28	63.7725	127.59125	251.4975	228.0625	161.26875	132.91
Gene924	436.81071	205.11429	67.53571	199.95357	248.64643	473.31071	157.51548	79.63929	275.49405	153.9131	483.52857	60.72024	99.84643	267.19048	340.92262	217.29881	200.76548	125.27143	165.73333	211.22857	182.20833	135.62143	62.39643	185.29048	361.3631	243.28929	200.69762	420.925	456.16429	589.1131	322.33095	331.23929	215.58095	369.10476	233.22262	150.63095	375.55357	152.08452	276.67738	453.07262	201.62381	241.81429	165.21667	458.61905	376.15	307.325	238.59048	345.45595	154.25833	279.29286	250.17262	402.80357	258.07738	246.72262	158.35833	64.90833	31.81548	239.60238	227.89881	371.78333	122.96429	589.15833
